2	I wanted my own copy	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
2	It serves its purpose	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
1	The Savage is Loose	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
1	This is a terrible video	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
1	This package feels cheap	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
2	The Kid Can Act	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
1	EVERY SONG SEEMS SAME	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
1	Spyro Is Dead	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
2	The good gets better	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
2	I love this season	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
2	Tony is Tops	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
2	Taste is Excellant	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
2	Panasonic Phones Win	s[n[n[(n/n)   n]] (s\\n)]
2	This is a treat	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
2	I recommend this disc	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
2	It was a unique book	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
1	Battery contacts rust	s[n[n[(n/n)   n]] (s\\n)]
2	HP ink refills	s[n[n[(n/n)   n]] (s\\n)]
2	Love is Simple	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
1	It 's a big disappointment	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
2	i got a few words	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
